student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Gender,School_Type,Internet_Access,Grade_Category,Pass_Flag,Subject_Average,Attendance_Rate
10956,16,female,private,post graduate,1.4,93.5,yes,30-60 min,no,coaching,52.4,36.2,51.8,55.4,d,Female,Private,Yes,D,Pass,46.79999999999999,93.5
10957,17,male,public,no formal,2.7,70.1,yes,15-30 min,no,notes,65.1,66.8,45.0,55.9,d,Male,Public,Yes,D,Pass,58.96666666666666,70.1
10958,17,male,public,graduate,6.2,93.6,yes,<15 min,yes,group study,77.5,72.2,90.8,77.4,c,Male,Public,Yes,C,Pass,80.16666666666667,93.6
10959,17,male,public,no formal,5.5,78.6,yes,15-30 min,no,coaching,70.0,79.5,75.7,75.9,c,Male,Public,Yes,C,Pass,75.06666666666666,78.6
10960,19,other,private,phd,3.2,96.5,yes,<15 min,yes,textbook,56.2,47.5,59.8,56.0,d,Other,Private,Yes,D,Pass,54.5,96.5
10961,18,female,private,phd,2.0,94.2,yes,30-60 min,yes,online videos,70.4,59.3,61.5,61.4,d,Female,Private,Yes,D,Pass,63.73333333333333,94.2
10962,14,male,public,no formal,6.7,68.8,yes,30-60 min,yes,coaching,68.0,51.3,67.1,74.1,c,Male,Public,Yes,C,Pass,62.133333333333326,68.8
10963,14,male,private,phd,5.2,77.6,yes,15-30 min,no,notes,53.2,59.6,82.0,63.0,d,Male,Private,Yes,D,Pass,64.93333333333334,77.6
10964,14,male,public,diploma,5.6,85.5,yes,15-30 min,yes,online videos,63.9,62.5,85.3,73.1,c,Male,Public,Yes,C,Pass,70.56666666666666,85.5
10965,16,male,private,post graduate,4.1,52.3,yes,30-60 min,no,textbook,73.8,36.6,57.5,54.1,e,Male,Private,Yes,E,Fail,55.96666666666667,52.3
10966,16,other,public,graduate,3.1,58.0,yes,15-30 min,yes,textbook,38.4,63.7,36.2,45.9,e,Other,Public,Yes,E,Fail,46.1,58.0
10967,19,other,private,no formal,3.4,86.5,yes,15-30 min,no,textbook,58.2,54.8,54.7,58.0,d,Other,Private,Yes,D,Pass,55.9,86.5
10968,16,female,public,phd,0.7,95.7,yes,<15 min,no,group study,29.4,66.5,50.5,48.3,e,Female,Public,Yes,E,Fail,48.800000000000004,95.7
10969,14,other,private,graduate,7.6,65.2,yes,>60 min,yes,mixed,100.0,85.3,83.4,87.2,b,Other,Private,Yes,B,Pass,89.56666666666668,65.2
10970,19,female,private,diploma,3.2,69.7,yes,15-30 min,yes,group study,39.1,48.8,35.5,45.0,e,Female,Private,Yes,E,Fail,41.13333333333333,69.7
10971,15,male,public,graduate,4.1,93.7,no,15-30 min,yes,textbook,79.9,78.2,73.5,75.0,c,Male,Public,No,C,Pass,77.2,93.7
10972,19,other,private,phd,3.2,63.3,no,15-30 min,no,online videos,47.2,41.6,43.3,48.1,e,Other,Private,No,E,Fail,44.03333333333334,63.3
10973,18,male,private,graduate,3.2,96.3,yes,>60 min,no,textbook,62.2,74.7,52.6,69.6,d,Male,Private,Yes,D,Pass,63.166666666666664,96.3
10974,19,other,private,graduate,5.6,57.1,yes,>60 min,no,textbook,81.8,94.1,58.0,74.9,c,Other,Private,Yes,C,Pass,77.96666666666665,57.1
10975,18,other,private,phd,5.5,62.6,yes,>60 min,yes,textbook,60.1,70.4,67.5,66.0,d,Other,Private,Yes,D,Pass,66.0,62.6
10976,14,male,public,post graduate,6.6,51.8,yes,30-60 min,no,coaching,87.9,74.9,78.5,78.3,c,Male,Public,Yes,C,Pass,80.43333333333334,51.8
10977,17,male,private,no formal,1.0,54.7,yes,15-30 min,yes,coaching,53.1,29.7,33.3,27.0,f,Male,Private,Yes,F,Fail,38.699999999999996,54.7
10978,16,female,private,post graduate,7.1,62.8,yes,<15 min,no,group study,86.4,84.9,90.1,77.6,c,Female,Private,Yes,C,Pass,87.13333333333333,62.8
10979,17,other,private,phd,7.7,82.8,no,30-60 min,yes,coaching,88.9,94.1,80.9,97.3,a,Other,Private,No,A,Pass,87.96666666666665,82.8
10980,18,male,private,post graduate,7.9,60.0,yes,30-60 min,no,online videos,82.0,81.1,76.3,84.2,c,Male,Private,Yes,C,Pass,79.8,60.0
10981,17,other,public,no formal,1.5,97.0,no,30-60 min,yes,notes,28.4,41.7,28.1,45.2,e,Other,Public,No,E,Fail,32.73333333333333,97.0
10982,15,female,public,graduate,4.2,67.4,no,>60 min,no,mixed,39.3,65.7,79.5,62.2,d,Female,Public,No,D,Pass,61.5,67.4
10983,19,other,public,no formal,7.5,75.9,yes,>60 min,no,notes,70.1,95.6,82.1,83.2,c,Other,Public,Yes,C,Pass,82.6,75.9
10984,17,female,private,post graduate,6.2,83.2,no,<15 min,yes,mixed,73.6,74.1,57.4,73.0,c,Female,Private,No,C,Pass,68.36666666666666,83.2
10985,19,female,public,phd,1.0,56.8,yes,15-30 min,yes,notes,28.2,30.7,25.7,24.8,f,Female,Public,Yes,F,Fail,28.2,56.8
10986,15,female,public,no formal,7.0,84.4,yes,30-60 min,no,notes,92.3,93.1,77.9,89.1,b,Female,Public,Yes,B,Pass,87.76666666666665,84.4
10987,19,male,public,no formal,6.8,56.0,yes,30-60 min,no,mixed,80.2,53.2,83.8,75.4,c,Male,Public,Yes,C,Pass,72.39999999999999,56.0
10988,15,male,private,phd,6.4,91.3,yes,15-30 min,yes,coaching,92.8,88.6,84.0,91.3,b,Male,Private,Yes,B,Pass,88.46666666666665,91.3
10989,16,male,private,post graduate,3.6,74.4,yes,30-60 min,yes,textbook,75.9,46.6,64.2,67.9,d,Male,Private,Yes,D,Pass,62.23333333333333,74.4
10990,19,other,public,post graduate,5.2,54.5,yes,30-60 min,yes,textbook,59.6,47.6,42.0,57.8,d,Other,Public,Yes,D,Pass,49.73333333333333,54.5
10991,16,female,public,high school,5.9,85.4,yes,30-60 min,yes,mixed,64.2,54.1,65.7,71.8,c,Female,Public,Yes,C,Pass,61.333333333333336,85.4
10992,15,female,private,graduate,3.5,53.8,yes,<15 min,no,textbook,53.3,43.2,41.6,44.8,e,Female,Private,Yes,E,Fail,46.03333333333333,53.8
10993,19,other,private,post graduate,6.4,98.7,yes,15-30 min,yes,notes,77.3,81.3,89.7,88.4,b,Other,Private,Yes,B,Pass,82.76666666666667,98.7
10994,19,other,private,no formal,2.5,72.7,yes,<15 min,yes,textbook,41.1,52.0,69.1,50.4,e,Other,Private,Yes,E,Fail,54.06666666666666,72.7
10995,15,male,private,high school,1.9,69.1,yes,15-30 min,no,coaching,70.4,56.0,18.6,49.8,e,Male,Private,Yes,E,Fail,48.333333333333336,69.1
10996,15,female,private,high school,6.9,65.7,yes,30-60 min,yes,online videos,68.7,74.5,85.1,79.0,c,Female,Private,Yes,C,Pass,76.1,65.7
10997,15,female,private,graduate,3.0,72.5,no,15-30 min,yes,group study,59.7,44.3,44.7,51.1,e,Female,Private,No,E,Fail,49.56666666666666,72.5
10998,14,other,public,high school,0.9,89.1,yes,15-30 min,no,coaching,42.6,36.8,33.6,36.9,f,Other,Public,Yes,F,Fail,37.666666666666664,89.1
10999,17,other,private,diploma,6.7,76.0,yes,15-30 min,yes,group study,78.5,94.3,81.5,89.9,b,Other,Private,Yes,B,Pass,84.76666666666667,76.0
11000,15,female,public,high school,6.5,82.2,yes,30-60 min,yes,textbook,100.0,84.5,87.7,94.4,b,Female,Public,Yes,B,Pass,90.73333333333333,82.2
11001,19,male,private,no formal,6.5,52.9,yes,30-60 min,no,coaching,67.7,61.3,53.8,70.4,c,Male,Private,Yes,C,Pass,60.93333333333334,52.9
11002,15,female,private,post graduate,3.1,92.6,yes,30-60 min,no,coaching,55.9,69.1,69.1,59.8,d,Female,Private,Yes,D,Pass,64.7,92.6
11003,17,male,public,graduate,5.0,76.4,no,<15 min,yes,notes,58.5,69.6,57.9,62.0,d,Male,Public,No,D,Pass,62.0,76.4
11004,17,other,public,phd,0.6,76.2,yes,>60 min,no,coaching,39.1,44.7,52.7,34.5,f,Other,Public,Yes,F,Fail,45.5,76.2
11005,17,other,public,graduate,0.5,62.6,no,>60 min,yes,textbook,19.3,32.1,35.5,26.3,f,Other,Public,No,F,Fail,28.96666666666667,62.6
11006,14,other,public,post graduate,2.4,53.9,no,>60 min,no,online videos,32.4,42.4,54.1,46.6,e,Other,Public,No,E,Fail,42.96666666666667,53.9
11007,16,male,public,diploma,4.4,66.8,no,<15 min,no,group study,63.6,37.5,81.4,56.9,d,Male,Public,No,D,Pass,60.833333333333336,66.8
11008,17,female,private,diploma,5.0,90.9,yes,>60 min,yes,notes,71.4,84.3,78.5,83.9,c,Female,Private,Yes,C,Pass,78.06666666666666,90.9
11009,16,other,private,diploma,1.5,77.4,no,30-60 min,no,online videos,37.2,68.4,59.3,51.7,e,Other,Private,No,E,Fail,54.96666666666667,77.4
11010,19,female,private,phd,7.0,63.2,yes,30-60 min,yes,notes,70.4,79.1,59.0,76.7,c,Female,Private,Yes,C,Pass,69.5,63.2
11011,17,other,private,diploma,7.7,79.7,yes,<15 min,no,notes,100.0,93.8,100.0,99.1,a,Other,Private,Yes,A,Pass,97.93333333333334,79.7
11012,16,female,private,phd,1.4,67.6,yes,>60 min,no,textbook,27.6,14.1,37.8,31.7,f,Female,Private,Yes,F,Fail,26.5,67.6
11013,14,female,private,high school,6.7,61.2,no,>60 min,yes,mixed,95.2,62.1,86.9,78.5,c,Female,Private,No,C,Pass,81.4,61.2
11014,15,female,public,post graduate,5.1,87.0,yes,>60 min,yes,online videos,84.1,81.9,77.3,85.3,b,Female,Public,Yes,B,Pass,81.10000000000001,87.0
11015,16,male,public,high school,4.3,58.4,yes,30-60 min,no,mixed,59.5,57.0,62.2,58.7,d,Male,Public,Yes,D,Pass,59.56666666666666,58.4
11016,16,female,public,diploma,4.2,79.2,yes,15-30 min,yes,coaching,65.5,56.4,58.0,63.2,d,Female,Public,Yes,D,Pass,59.96666666666667,79.2
11017,19,male,public,phd,6.1,86.7,yes,15-30 min,no,notes,72.7,85.9,74.4,79.0,c,Male,Public,Yes,C,Pass,77.66666666666667,86.7
11018,18,other,private,post graduate,2.1,53.1,yes,<15 min,yes,notes,31.8,25.8,28.5,31.6,f,Other,Private,Yes,F,Fail,28.7,53.1
11019,14,female,public,diploma,5.1,84.8,no,15-30 min,yes,online videos,89.2,72.2,84.9,83.7,c,Female,Public,No,C,Pass,82.10000000000001,84.8
11020,17,female,public,diploma,2.5,50.6,yes,>60 min,no,notes,40.8,48.9,40.6,38.7,f,Female,Public,Yes,F,Fail,43.43333333333333,50.6
11021,16,other,private,post graduate,1.1,90.6,yes,>60 min,no,notes,42.6,50.2,61.2,49.0,e,Other,Private,Yes,E,Fail,51.333333333333336,90.6
11022,14,female,public,no formal,4.6,63.9,yes,<15 min,no,coaching,68.0,56.6,69.3,58.5,d,Female,Public,Yes,D,Pass,64.63333333333333,63.9
11023,17,other,private,phd,2.5,57.7,yes,<15 min,no,notes,32.8,43.5,50.8,52.1,e,Other,Private,Yes,E,Fail,42.36666666666667,57.7
11024,17,female,public,graduate,6.1,56.5,yes,15-30 min,no,mixed,73.8,55.8,74.0,67.4,d,Female,Public,Yes,D,Pass,67.86666666666666,56.5
11025,14,other,private,high school,5.4,71.8,yes,15-30 min,yes,group study,78.7,61.5,76.3,74.6,c,Other,Private,Yes,C,Pass,72.16666666666667,71.8
11026,16,other,private,post graduate,2.2,64.4,yes,>60 min,yes,mixed,38.8,38.7,31.1,38.0,f,Other,Private,Yes,F,Fail,36.199999999999996,64.4
11027,18,male,private,phd,7.0,73.4,yes,30-60 min,yes,notes,100.0,97.0,92.8,93.8,b,Male,Private,Yes,B,Pass,96.60000000000001,73.4
11028,15,male,public,diploma,3.1,92.3,no,<15 min,yes,online videos,62.8,49.2,64.2,59.0,d,Male,Public,No,D,Pass,58.73333333333333,92.3
11029,16,other,private,diploma,5.8,55.2,yes,<15 min,no,notes,34.1,56.4,72.6,62.5,d,Other,Private,Yes,D,Pass,54.36666666666667,55.2
11030,14,male,private,phd,2.5,63.0,yes,<15 min,no,mixed,47.1,34.8,42.5,39.0,f,Male,Private,Yes,F,Fail,41.46666666666667,63.0
11031,15,other,public,diploma,2.0,55.7,yes,<15 min,no,notes,41.8,35.5,50.6,41.7,e,Other,Public,Yes,E,Fail,42.63333333333333,55.7
11032,19,male,public,phd,7.0,81.9,yes,>60 min,yes,notes,95.3,85.5,100.0,94.0,b,Male,Public,Yes,B,Pass,93.60000000000001,81.9
11033,17,other,public,phd,7.4,81.2,yes,<15 min,yes,mixed,90.0,90.9,94.3,87.5,b,Other,Public,Yes,B,Pass,91.73333333333333,81.2
11034,15,other,public,graduate,3.1,92.4,yes,15-30 min,yes,coaching,72.2,64.8,70.0,71.2,c,Other,Public,Yes,C,Pass,69.0,92.4
11035,16,female,private,no formal,2.9,86.5,no,>60 min,yes,coaching,54.2,67.2,64.0,65.5,d,Female,Private,No,D,Pass,61.800000000000004,86.5
11036,15,female,private,no formal,5.8,85.0,yes,30-60 min,no,group study,71.2,74.7,70.1,77.2,c,Female,Private,Yes,C,Pass,72.0,85.0
11037,16,female,private,high school,2.2,58.0,yes,<15 min,no,textbook,42.0,31.4,38.5,33.3,f,Female,Private,Yes,F,Fail,37.300000000000004,58.0
11038,14,female,private,no formal,7.0,91.0,yes,15-30 min,yes,group study,85.5,79.3,71.4,85.8,b,Female,Private,Yes,B,Pass,78.73333333333333,91.0
11039,17,female,private,post graduate,0.6,50.4,yes,<15 min,no,notes,33.7,14.9,49.0,32.0,f,Female,Private,Yes,F,Fail,32.53333333333333,50.4
11040,17,male,private,graduate,1.6,85.7,yes,15-30 min,yes,online videos,48.9,36.1,40.7,42.2,e,Male,Private,Yes,E,Fail,41.9,85.7
11041,17,male,private,diploma,1.4,90.7,yes,30-60 min,no,textbook,41.3,40.8,31.2,43.6,e,Male,Private,Yes,E,Fail,37.766666666666666,90.7
11042,16,other,private,post graduate,2.9,61.3,yes,>60 min,yes,group study,56.0,42.2,54.2,45.0,e,Other,Private,Yes,E,Fail,50.800000000000004,61.3
11043,15,other,private,no formal,7.0,65.6,yes,>60 min,yes,mixed,85.4,73.0,76.8,83.2,c,Other,Private,Yes,C,Pass,78.39999999999999,65.6
11044,15,female,public,graduate,5.3,62.1,yes,>60 min,yes,textbook,61.0,63.1,74.1,72.1,c,Female,Public,Yes,C,Pass,66.06666666666666,62.1
11045,15,other,private,diploma,1.3,91.0,no,30-60 min,no,mixed,38.3,48.6,31.8,41.6,e,Other,Private,No,E,Fail,39.56666666666667,91.0
11046,16,female,public,no formal,1.1,71.0,yes,15-30 min,yes,online videos,32.5,22.1,29.3,36.4,f,Female,Public,Yes,F,Fail,27.96666666666667,71.0
11047,16,female,private,diploma,2.7,68.2,yes,15-30 min,no,group study,48.3,55.9,60.8,47.6,e,Female,Private,Yes,E,Fail,55.0,68.2
11048,18,male,public,no formal,5.1,75.1,yes,30-60 min,no,textbook,52.3,51.4,61.3,63.1,d,Male,Public,Yes,D,Pass,55.0,75.1
11049,14,female,private,no formal,5.0,86.5,yes,<15 min,no,group study,93.9,80.5,81.2,76.0,c,Female,Private,Yes,C,Pass,85.2,86.5
11050,15,male,public,high school,1.4,83.0,no,30-60 min,no,online videos,45.6,38.1,37.6,37.3,f,Male,Public,No,F,Fail,40.43333333333334,83.0
11051,19,other,private,high school,6.2,85.4,yes,<15 min,yes,notes,78.3,47.2,74.7,75.9,c,Other,Private,Yes,C,Pass,66.73333333333333,85.4
11052,19,male,private,graduate,5.2,97.4,yes,15-30 min,no,notes,90.9,100.0,83.8,89.9,b,Male,Private,Yes,B,Pass,91.56666666666666,97.4
11053,19,female,public,post graduate,7.9,62.8,yes,>60 min,yes,mixed,94.7,100.0,72.9,85.1,b,Female,Public,Yes,B,Pass,89.2,62.8
11054,15,female,private,diploma,4.6,60.3,yes,>60 min,yes,coaching,53.5,53.1,73.2,68.8,d,Female,Private,Yes,D,Pass,59.93333333333334,60.3
11055,14,male,public,graduate,3.0,82.5,yes,15-30 min,yes,coaching,61.6,64.8,59.2,58.5,d,Male,Public,Yes,D,Pass,61.866666666666674,82.5
11056,15,female,public,no formal,1.4,57.3,yes,>60 min,yes,coaching,27.6,33.3,34.7,39.8,f,Female,Public,Yes,F,Fail,31.866666666666664,57.3
11057,14,male,private,post graduate,7.4,82.2,yes,15-30 min,yes,coaching,100.0,85.4,96.4,100.0,a,Male,Private,Yes,A,Pass,93.93333333333334,82.2
11058,19,male,public,graduate,0.8,97.8,yes,<15 min,no,coaching,43.6,40.9,64.2,52.2,e,Male,Public,Yes,E,Fail,49.56666666666666,97.8
11059,19,other,public,diploma,3.1,72.9,yes,>60 min,no,notes,57.5,54.4,61.9,54.4,e,Other,Public,Yes,E,Fail,57.93333333333334,72.9
11060,18,female,private,phd,4.5,60.7,yes,15-30 min,yes,textbook,85.9,64.5,68.8,66.5,d,Female,Private,Yes,D,Pass,73.06666666666666,60.7
11061,18,female,public,high school,4.8,99.7,yes,15-30 min,no,online videos,96.1,90.6,76.9,84.9,c,Female,Public,Yes,C,Pass,87.86666666666667,99.7
11062,16,male,private,diploma,4.9,69.1,yes,<15 min,yes,online videos,57.3,72.0,71.5,67.5,d,Male,Private,Yes,D,Pass,66.93333333333334,69.1
11063,16,male,public,phd,5.9,55.7,yes,<15 min,yes,coaching,68.4,70.8,59.1,66.1,d,Male,Public,Yes,D,Pass,66.1,55.7
11064,19,female,public,no formal,1.5,70.8,yes,<15 min,no,coaching,35.9,46.8,31.4,35.2,f,Female,Public,Yes,F,Fail,38.03333333333333,70.8
11065,18,other,public,graduate,5.9,54.4,yes,15-30 min,no,textbook,73.8,75.3,87.7,74.3,c,Other,Public,Yes,C,Pass,78.93333333333334,54.4
11066,17,male,public,graduate,7.2,54.2,no,30-60 min,yes,mixed,100.0,84.1,77.5,88.1,b,Male,Public,No,B,Pass,87.2,54.2
11067,19,other,private,post graduate,0.7,52.4,yes,30-60 min,no,notes,21.3,23.0,15.9,21.8,f,Other,Private,Yes,F,Fail,20.066666666666666,52.4
11068,16,male,public,phd,0.8,72.7,yes,15-30 min,no,coaching,67.0,62.8,51.3,44.1,e,Male,Public,Yes,E,Fail,60.366666666666674,72.7
11069,16,female,private,diploma,7.9,73.0,yes,<15 min,yes,mixed,88.9,96.0,100.0,95.3,a,Female,Private,Yes,A,Pass,94.96666666666665,73.0
11070,19,male,public,no formal,2.8,86.7,yes,15-30 min,yes,group study,56.8,45.5,47.5,56.0,d,Male,Public,Yes,D,Pass,49.93333333333334,86.7
11071,16,other,private,diploma,3.9,77.2,yes,>60 min,no,online videos,53.3,48.8,50.2,53.1,e,Other,Private,Yes,E,Fail,50.76666666666667,77.2
11072,18,other,public,no formal,2.8,93.0,yes,15-30 min,yes,group study,54.0,45.6,66.3,51.1,e,Other,Public,Yes,E,Fail,55.29999999999999,93.0
11073,16,other,public,post graduate,4.7,93.6,yes,<15 min,no,group study,87.2,87.6,94.0,79.1,c,Other,Public,Yes,C,Pass,89.60000000000001,93.6
11074,15,other,private,graduate,5.8,58.5,yes,30-60 min,no,textbook,78.4,56.7,60.2,65.3,d,Other,Private,Yes,D,Pass,65.10000000000001,58.5
11075,15,other,private,post graduate,6.2,52.1,yes,15-30 min,yes,coaching,76.7,78.7,76.6,77.6,c,Other,Private,Yes,C,Pass,77.33333333333333,52.1
11076,17,female,public,diploma,3.2,85.3,yes,15-30 min,no,online videos,56.7,64.0,61.3,58.6,d,Female,Public,Yes,D,Pass,60.666666666666664,85.3
11077,16,other,private,phd,2.5,50.5,no,15-30 min,yes,online videos,37.7,51.2,47.6,38.4,f,Other,Private,No,F,Fail,45.5,50.5
11078,16,male,private,phd,4.6,69.7,yes,30-60 min,no,online videos,73.6,61.0,60.0,64.3,d,Male,Private,Yes,D,Pass,64.86666666666666,69.7
11079,18,female,public,phd,3.4,52.7,yes,>60 min,no,notes,36.3,56.8,45.5,48.4,e,Female,Public,Yes,E,Fail,46.199999999999996,52.7
11080,14,other,public,post graduate,5.2,72.9,yes,>60 min,yes,mixed,75.7,87.7,100.0,80.2,c,Other,Public,Yes,C,Pass,87.8,72.9
11081,14,female,public,high school,5.1,72.5,yes,30-60 min,no,group study,78.7,47.9,71.3,60.6,d,Female,Public,Yes,D,Pass,65.96666666666665,72.5
11082,19,other,public,no formal,7.2,92.3,yes,<15 min,no,coaching,79.0,99.6,100.0,100.0,a,Other,Public,Yes,A,Pass,92.86666666666667,92.3
11083,17,female,public,phd,0.5,82.3,yes,30-60 min,no,coaching,51.5,42.6,37.1,42.5,e,Female,Public,Yes,E,Fail,43.73333333333333,82.3
11084,17,female,public,phd,1.3,70.1,yes,<15 min,no,textbook,49.5,63.7,40.1,37.6,f,Female,Public,Yes,F,Fail,51.1,70.1
11085,14,male,public,phd,6.4,75.5,no,>60 min,no,online videos,96.8,96.3,86.1,87.3,b,Male,Public,No,B,Pass,93.06666666666666,75.5
11086,17,male,private,graduate,4.9,77.5,yes,30-60 min,no,online videos,62.7,74.3,63.6,67.8,d,Male,Private,Yes,D,Pass,66.86666666666666,77.5
11087,16,other,private,phd,1.0,61.3,yes,<15 min,yes,coaching,36.5,11.5,19.8,26.2,f,Other,Private,Yes,F,Fail,22.599999999999998,61.3
11088,17,other,private,diploma,7.6,88.8,yes,15-30 min,yes,group study,92.7,82.3,78.9,86.5,b,Other,Private,Yes,B,Pass,84.63333333333334,88.8
11089,14,female,private,no formal,5.4,73.4,yes,15-30 min,no,notes,79.4,53.4,73.1,73.6,c,Female,Private,Yes,C,Pass,68.63333333333334,73.4
11090,17,other,public,high school,4.1,81.9,yes,>60 min,yes,mixed,57.2,48.4,55.7,68.1,d,Other,Public,Yes,D,Pass,53.76666666666667,81.9
11091,17,male,private,phd,6.3,51.6,yes,30-60 min,yes,textbook,61.6,63.6,44.0,64.3,d,Male,Private,Yes,D,Pass,56.4,51.6
11092,15,other,public,graduate,5.0,55.5,yes,<15 min,yes,group study,55.0,44.5,45.5,54.0,e,Other,Public,Yes,E,Fail,48.333333333333336,55.5
11093,14,female,public,phd,3.3,79.5,yes,30-60 min,yes,notes,93.5,65.1,68.4,67.9,d,Female,Public,Yes,D,Pass,75.66666666666667,79.5
11094,19,female,private,phd,2.7,87.2,yes,15-30 min,no,mixed,36.8,55.7,35.7,49.0,e,Female,Private,Yes,E,Fail,42.73333333333333,87.2
11095,18,male,public,post graduate,3.9,66.0,yes,>60 min,yes,group study,49.5,39.3,33.7,50.3,e,Male,Public,Yes,E,Fail,40.833333333333336,66.0
11096,17,female,public,no formal,4.1,97.3,yes,<15 min,yes,notes,71.1,70.3,56.3,67.1,d,Female,Public,Yes,D,Pass,65.89999999999999,97.3
11097,18,other,private,high school,5.8,92.5,no,>60 min,yes,notes,83.8,88.1,86.2,83.5,c,Other,Private,No,C,Pass,86.03333333333332,92.5
11098,18,other,private,diploma,4.0,76.2,no,<15 min,no,coaching,54.3,57.0,54.4,52.6,e,Other,Private,No,E,Fail,55.23333333333333,76.2
11099,14,female,private,no formal,0.6,82.0,yes,30-60 min,yes,mixed,13.0,36.2,20.2,29.2,f,Female,Private,Yes,F,Fail,23.133333333333336,82.0
11100,16,male,private,phd,5.6,79.7,yes,<15 min,yes,online videos,85.7,87.3,74.9,82.9,c,Male,Private,Yes,C,Pass,82.63333333333334,79.7
11101,19,male,private,high school,1.0,65.3,yes,15-30 min,yes,textbook,32.0,44.0,42.3,42.6,e,Male,Private,Yes,E,Fail,39.43333333333333,65.3
11102,15,male,public,diploma,6.8,53.1,no,15-30 min,yes,online videos,84.6,77.4,86.1,85.2,b,Male,Public,No,B,Pass,82.7,53.1
11103,19,male,public,post graduate,5.8,90.2,yes,30-60 min,yes,group study,79.8,73.4,76.7,80.6,c,Male,Public,Yes,C,Pass,76.63333333333333,90.2
11104,14,other,private,no formal,5.0,73.0,yes,15-30 min,yes,coaching,85.3,45.9,83.1,71.8,c,Other,Private,Yes,C,Pass,71.43333333333332,73.0
11105,15,male,private,graduate,3.9,92.1,yes,>60 min,yes,mixed,35.2,74.1,56.1,59.0,d,Male,Private,Yes,D,Pass,55.13333333333333,92.1
11106,16,male,private,no formal,1.8,68.7,yes,15-30 min,yes,notes,23.9,68.6,54.5,45.0,e,Male,Private,Yes,E,Fail,49.0,68.7
11107,17,male,public,phd,5.4,50.7,yes,>60 min,yes,textbook,61.1,63.3,77.4,67.4,d,Male,Public,Yes,D,Pass,67.26666666666667,50.7
11108,15,female,private,post graduate,1.3,56.3,yes,15-30 min,no,notes,43.2,34.2,17.5,34.2,f,Female,Private,Yes,F,Fail,31.633333333333336,56.3
11109,15,female,private,diploma,5.0,57.9,yes,30-60 min,yes,notes,62.3,67.8,67.3,59.2,d,Female,Private,Yes,D,Pass,65.8,57.9
11110,17,male,public,post graduate,1.9,86.5,yes,<15 min,no,notes,55.1,57.7,64.4,55.3,d,Male,Public,Yes,D,Pass,59.06666666666667,86.5
11111,15,female,public,high school,5.0,51.6,yes,15-30 min,no,online videos,82.3,67.6,75.9,68.7,d,Female,Public,Yes,D,Pass,75.26666666666667,51.6
11112,19,male,private,no formal,1.6,91.0,yes,30-60 min,yes,notes,35.7,47.4,29.5,43.8,e,Male,Private,Yes,E,Fail,37.53333333333333,91.0
11113,19,other,public,no formal,1.2,84.5,yes,15-30 min,yes,group study,40.5,65.3,42.0,46.2,e,Other,Public,Yes,E,Fail,49.26666666666667,84.5
11114,15,male,public,high school,4.0,66.2,yes,15-30 min,no,mixed,59.1,53.0,48.7,53.6,e,Male,Public,Yes,E,Fail,53.6,66.2
11115,17,male,private,post graduate,5.8,76.1,yes,15-30 min,yes,group study,76.7,76.9,87.8,73.1,c,Male,Private,Yes,C,Pass,80.46666666666668,76.1
11116,15,female,private,graduate,2.3,96.6,yes,30-60 min,no,notes,45.9,48.4,65.8,52.9,e,Female,Private,Yes,E,Fail,53.36666666666667,96.6
11117,16,other,private,high school,4.2,53.5,yes,15-30 min,no,online videos,47.7,53.2,46.8,53.1,e,Other,Private,Yes,E,Fail,49.23333333333333,53.5
11118,18,female,private,post graduate,6.5,68.2,no,>60 min,no,coaching,68.0,84.9,72.2,75.7,c,Female,Private,No,C,Pass,75.03333333333335,68.2
11119,15,male,private,diploma,4.6,69.6,yes,30-60 min,no,coaching,47.6,60.0,45.3,60.5,d,Male,Private,Yes,D,Pass,50.96666666666666,69.6
